timestamp,dist_to_goal,bearing_error,min_obstacle_dist,v_cmd,w_cmd,is_tracking,is_visible,goal_reached
1768161475.9046311,1.497286659990968,-0.22450248608978512,0.97167987,0.28,-0.1411764705882353,1,1,0
1768161476.4668179,1.497286659990968,-0.22450248608978512,0.97167987,0.28,-0.1411764705882353,1,1,0
1768161477.022714,1.4736994147278086,-0.23650383410524806,0.9907091,0.28,-0.1411764705882353,0,0,0
1768161477.5964746,1.3014978129102108,-0.1683703551910995,0.9890453,0.28,-0.10588235294117643,1,1,0
1768161478.1555564,1.1409964061915199,-0.1039493602698165,0.98529845,0.28,-0.07058823529411762,1,1,0
1768161478.695694,0.9820901616843745,-0.03154901929232182,0.98096305,0.28,-0.03529411764705881,1,1,0
1768161479.2139416,0.8296664024661776,0.01837935967180465,0.9839522,0.28,0.0,1,1,0
1768161479.741922,0.693775003805907,0.03699959912908468,0.9991686,0.28,0.03529411764705881,1,1,0
1768161480.2572103,0.5511336496931712,0.06095083246085342,1.0306985,0.26,0.07058823529411762,1,1,0
1768161480.7749207,0.42477374885655717,-0.03262701977351046,1.0479392,0.2,-0.03529411764705881,1,1,0
1768161481.3017697,0.28556502916289006,-0.06831508837887079,1.1006745,0.12,-0.07058823529411762,1,1,0
1768161481.7926333,0.23926493120629777,-0.500281564346928,1.1297983,0.12,-0.5294117647058824,1,1,0
1768161482.2729387,0.16523295140009095,-0.7417003179286394,1.1952679,0.04,-0.4941176470588235,1,1,1
1768161482.7559748,0.23934448254491647,-0.9421060715819651,1.2342069,0.04,-0.5647058823529412,1,1,0
1768161483.2459893,0.2108526011186941,-0.8725927457903792,1.3009593,0.06,-0.6,1,1,1
1768161483.7838874,0.3261003044360579,-0.7494233974384742,1.3433052,0.12,-0.6,1,1,0
1768161484.364578,0.3141220434689782,-0.5763958032170288,1.3786124,0.14,-0.5294117647058824,1,1,0
1768161484.889352,0.4444486649790558,-0.4397669783897825,1.4134136,0.22,-0.4588235294117647,1,1,0
1768161485.3835135,0.549611021834759,-0.12817764206406035,1.4208086,0.06,-0.07058823529411762,1,1,0
1768161485.894203,0.4665466217601783,0.14119761204293169,1.4291468,0.04,0.07058823529411762,1,1,0
1768161486.391939,0.5685791698812843,0.46674554080554675,1.424564,0.04,0.24705882352941178,1,1,0
1768161487.0095026,0.545713041586589,0.49677726992403093,1.4388201,0.06,0.2823529411764706,1,1,0
1768161487.6565385,0.727219824223842,0.4359052584221452,1.4193096,0.26,0.3529411764705882,1,1,0
1768161488.319062,0.6975226951071417,0.27866080549360084,1.4060916,0.1,0.17647058823529416,1,1,0
1768161489.0638888,0.8366352562766458,0.0980969635536324,1.4211292,0.04,0.03529411764705881,1,1,0
1768161489.7957675,0.6977859304273809,-0.12020742817608943,1.4272603,0.02,-0.07058823529411762,1,1,0
1768161490.4789975,0.8683395245952114,-0.21617668052390993,1.3897059,0.0,-0.10588235294117643,1,1,0
1768161491.1259654,1.0700606045540675,-0.21573938018908234,1.2776139,0.28,-0.1411764705882353,1,1,0
1768161491.9973543,1.290538273910107,-0.16892149711524884,1.2414575,0.28,-0.10588235294117643,1,1,0
1768161492.8391593,1.1725885104167517,-0.08858406526291573,1.2557758,0.28,-0.07058823529411762,1,1,0
1768161493.7276657,1.158073339506318,-0.005747380672927127,1.2331214,0.28,0.0,1,1,0
1768161494.617466,1.131100741645825,0.0611629858122833,1.1806004,0.28,0.03529411764705881,1,1,0
1768161495.3335063,1.0741405612002455,0.0844454850551053,1.082473,0.28,0.07058823529411762,1,1,0
1768161496.013301,1.0469297666437005,0.057416594359892104,0.99438477,0.28,0.03529411764705881,1,1,0
1768161496.9224072,0.8568131781331438,0.03132615611725287,0.961162,0.28,0.03529411764705881,1,1,0
1768161497.5659037,0.765501992019179,-0.06542315486411288,0.94897807,0.28,-0.07058823529411762,1,1,0
1768161498.3055205,0.7139968600857489,-0.1730861152990184,0.9875322,0.28,-0.1411764705882353,1,1,0
1768161499.035442,0.6287031625508342,-0.30283678641290046,0.98250836,0.28,-0.2823529411764706,1,1,0
1768161499.7772393,0.43934053464048495,-0.3490812304965605,0.9987589,0.18,-0.3176470588235294,1,1,0
1768161500.398116,0.3584996102414088,-0.5247317018896971,1.0566676,0.12,-0.388235294117647,1,1,0
1768161501.0048575,0.36679042279933616,-0.7051739179601293,1.1332146,0.0,-0.3529411764705882,1,1,0
1768161501.6999655,0.2944270628064807,-0.6824619211540506,0.98400253,0.0,-0.3529411764705882,1,1,0
1768161502.4164505,0.41493559796831364,-0.5542308349341787,0.81408304,0.0,-0.2823529411764706,1,1,0
1768161503.0954168,0.5836459637765214,-0.3752334215942792,0.6543752,0.26,-0.3529411764705882,1,1,0
1768161503.68918,0.5832806871900665,-0.15914558535422652,0.58970827,0.0,-0.07058823529411762,1,1,0
1768161504.3026788,0.7338387305351505,-0.036202844080245544,0.59113705,0.02,-0.03529411764705881,1,1,0
1768161504.960026,0.815793900621437,0.11938595753855452,0.57668173,0.1,0.07058823529411762,1,1,0
1768161505.7228596,0.8096829665867665,0.1500226399277822,0.579861,0.22,0.10588235294117643,1,1,0
1768161506.6580215,0.9875748918400796,0.08744065095655174,0.52651733,0.28,0.07058823529411762,1,1,0
1768161507.3898406,1.0529040205682438,-0.045623178698106504,0.5150125,0.28,-0.03529411764705881,1,1,0
1768161508.0158417,1.10230352012516,-0.17676117712554573,0.51534444,0.28,-0.1411764705882353,1,1,0
1768161508.6186216,0.925424947081358,-0.22870563417680767,0.502892,0.28,-0.1764705882352941,1,1,0
1768161509.2737203,1.0068587237891964,-0.262083165708904,0.4817785,0.28,-0.2117647058823529,1,1,0
1768161509.8772857,0.8309455381285278,-0.2061532695127699,0.4279369,0.28,-0.1411764705882353,1,1,0
1768161510.4543097,0.8905129268078007,-0.14214637677947817,0.36421475,0.28,-0.10588235294117643,1,1,0
1768161511.0652978,0.9571427962574238,-0.06649014520385776,0.3443094,0.28,-0.03529411764705881,1,1,0
1768161511.7168596,0.7858022753590879,0.005546967417254578,0.31452778,0.28,0.0,1,1,0
1768161512.3280282,0.8121078297899287,0.044879228889452616,0.30282846,0.28,0.03529411764705881,1,1,0
1768161513.0970097,0.830595722607876,0.04819629570606487,0.35804704,0.28,0.0,1,1,0
1768161513.8652992,0.6214580618979627,0.04809021418969772,0.52653676,0.28,0.03529411764705881,1,1,0
1768161514.647933,0.5895866318640013,0.011205895661453802,0.5750536,0.24,0.0,1,1,0
1768161515.4553456,0.5397056285968188,-0.048469846759326085,0.51846635,0.24,-0.07058823529411762,1,1,0
1768161516.190753,0.3387990280663114,-0.09769532901958478,0.47585264,0.16,-0.10588235294117643,1,1,0
1768161516.9797518,0.3366371632233301,-0.1773835595097193,0.43195823,0.14,-0.1764705882352941,1,1,0
1768161517.659206,0.35503968048452605,-0.20552543235726128,0.39335236,0.16,-0.2117647058823529,1,1,0
1768161518.373989,0.4243591369242699,-0.15313943845860978,0.36945933,0.18,-0.2117647058823529,1,1,0
1768161518.9943676,0.3172834220897989,-0.04281217014764582,0.33388165,0.14,-0.07058823529411762,1,1,0
1768161519.5828342,0.3894307078525555,0.10043100443177888,0.30359566,0.18,0.10588235294117643,1,1,0
1768161520.110751,0.46554234729249033,0.2074344193174844,0.2802141,0.22,0.21176470588235297,1,1,0
1768161520.454876,0.3899989116810207,0.26121767453419853,0.25054917,0.14,0.21176470588235297,1,1,0
1768161520.504212,0.5052378573225206,0.20464767084918778,0.21780509,0.0,0.3,1,1,0
1768161520.5569293,0.4762140788077896,0.1903829944156663,0.18596137,0.0,0.3,1,1,0
1768161521.160058,0.41682371651147826,0.14794188046243928,0.26120022,0.18,0.14117647058823535,1,1,0
1768161521.7797115,0.41682371651147826,0.14794188046243928,0.26120022,0.18,0.14117647058823535,1,1,0
1768161522.3743172,0.5454203509572205,-0.16267315558405526,0.24575333,0.26,-0.1764705882352941,1,1,0
1768161522.9899902,0.6210050472616645,-0.3316315033949526,0.24131681,0.28,-0.3176470588235294,1,1,0
1768161523.5358741,0.5021024793033801,-0.44254795814233994,0.25036994,0.22,-0.4235294117647059,1,1,0
1768161524.133025,0.5446576353123821,-0.44108783215594105,0.2901221,0.22,-0.388235294117647,1,1,0
1768161524.6920452,0.40153278032727946,-0.3564170229893189,0.40723696,0.18,-0.3529411764705882,1,1,0
1768161525.2937777,0.45829786726317145,-0.1406233097448384,0.5339912,0.2,-0.1411764705882353,1,1,0
1768161525.8541222,0.3343375074138804,0.0801952034997151,0.6790659,0.14,0.07058823529411762,1,1,0
1768161526.4344327,0.41756702979683913,0.3269309743639177,0.8171147,0.16,0.2823529411764706,1,1,0
1768161526.9705484,0.5014452379001633,0.430913798673235,0.91558504,0.22,0.3882352941176471,1,1,0
1768161527.6008973,0.42910096638396433,0.42553541769770753,0.9602068,0.2,0.4235294117647058,1,1,0
1768161528.1780686,0.5062371781912651,0.22450124951162076,1.0279574,0.22,0.21176470588235297,1,1,0
1768161528.7298667,0.3855914181557395,0.028206054851171114,1.0645119,0.18,0.03529411764705881,1,1,0
1768161529.228575,0.4577995595446129,-0.29272182847066164,1.0685434,0.2,-0.2823529411764706,1,1,0
1768161529.7559175,0.3602475752045692,-0.47465850508201823,1.1270536,0.18,-0.4941176470588235,1,1,0
1768161530.3250527,0.4720543213333097,-0.5672205012331388,1.1672516,0.24,-0.6,1,1,0
1768161530.892948,0.37735635334640716,-0.49950281236411964,1.2785404,0.18,-0.4941176470588235,1,1,0
1768161531.4396393,0.4777792011889745,-0.2281570354059428,1.3778597,0.14,-0.1764705882352941,1,1,0
1768161531.9263368,0.5606356990036013,0.10417017802748063,1.4843735,0.02,0.07058823529411762,1,1,0
1768161532.3932583,0.4773495959114677,0.3466976254819085,1.4317516,0.0,0.17647058823529416,1,1,0
1768161532.8583982,0.6414371068729158,0.4680339437006509,1.3714116,0.04,0.24705882352941178,1,1,0
1768161533.3498518,0.6353390713497283,0.4272981528101374,1.3024874,0.08,0.24705882352941178,1,1,0
1768161533.8344693,0.8417360761387022,0.3253634900579243,1.2738922,0.28,0.24705882352941178,1,1,0
1768161534.3492422,0.8184960142724068,0.21430598530626677,1.2728018,0.28,0.17647058823529416,1,1,0
1768161534.9055288,0.762246866570201,0.09870031128299761,1.2761143,0.28,0.07058823529411762,1,1,0
1768161535.406397,0.8150962040763239,-0.047645158907652974,1.2712963,0.28,-0.03529411764705881,1,1,0
1768161535.945599,0.9075800961377604,-0.15717366376478203,1.2794409,0.28,-0.10588235294117643,1,1,0
1768161536.497738,0.7580413167139542,-0.2093417446003598,1.2714202,0.28,-0.1764705882352941,1,1,0
1768161537.0517187,0.8304534694523614,-0.2318463322255575,1.1989872,0.28,-0.1764705882352941,1,1,0
1768161537.627882,0.6817960269620648,-0.2047151888591212,1.1068159,0.26,-0.1764705882352941,1,1,0
1768161538.1834679,0.7535012218846767,-0.13852650403743905,1.0452042,0.28,-0.10588235294117643,1,1,0
1768161538.6536088,0.606083741136045,-0.07839888322071942,0.96527153,0.26,-0.07058823529411762,1,1,0
1768161539.1947565,0.7052436597789078,-0.010628455719295937,0.90232056,0.28,0.0,1,1,0
1768161539.6772265,0.5569532938675082,0.043475651411817084,0.89055264,0.24,0.03529411764705881,1,1,0
1768161540.183274,0.665885077538533,0.06853475785298468,0.89605,0.28,0.07058823529411762,1,1,0
1768161540.6081593,0.530090703220142,0.08111940663843553,0.9297565,0.22,0.07058823529411762,1,1,0
1768161541.0590782,0.6580278401940641,0.050288797062979285,0.9648796,0.28,0.03529411764705881,1,1,0
1768161541.5218978,0.539637155806474,0.028158532593425933,1.0314457,0.24,0.03529411764705881,1,1,0
1768161541.9398675,0.6156493473296356,-0.03714065787745091,1.1405082,0.28,-0.03529411764705881,1,1,0
1768161542.3654616,0.5040731854126914,-0.061369856705534964,1.1968037,0.24,-0.07058823529411762,1,1,0
1768161542.804122,0.565321436034154,-0.13952101572290387,1.2856194,0.26,-0.1411764705882353,1,1,0
1768161543.2483191,0.44669121214765467,-0.15974209083471047,1.3689188,0.18,-0.1411764705882353,1,1,0
1768161543.6948884,0.3399320058423262,-0.16546405298136735,1.4397104,0.16,-0.1764705882352941,1,1,0
1768161544.1430242,0.4050310344321354,-0.18393420226788537,1.5513439,0.18,-0.1764705882352941,1,1,0
1768161544.5633929,0.32852544376756765,-0.15406112746042977,1.5824813,0.14,-0.1411764705882353,1,1,0
1768161545.015005,0.44709072189935556,-0.12073982230436853,1.5616657,0.18,-0.10588235294117643,1,1,0
1768161545.4727771,0.37159967986136283,-0.06091779750236803,1.536239,0.16,-0.07058823529411762,1,1,0
1768161545.9036312,0.4836642481505255,-0.01663404105336208,1.5331346,0.18,0.0,1,1,0
1768161546.4122715,0.41151231992807563,0.027249750695058195,1.5071068,0.18,0.03529411764705881,1,1,0
1768161546.847247,0.3265788003727344,0.06388585855379203,1.5142134,0.16,0.07058823529411762,1,1,0
1768161547.2983649,0.43601039733688773,0.042260235010951774,1.5184703,0.18,0.03529411764705881,1,1,0
1768161547.7576022,0.35857115643644183,0.036369990541952335,1.5238663,0.16,0.03529411764705881,1,1,0
1768161548.2336957,0.48543504360207046,-0.019470355102616743,1.5359247,0.2,-0.03529411764705881,1,1,0
1768161548.7535906,0.4025355493066798,-0.037547343138679246,1.5586952,0.18,-0.03529411764705881,1,1,0
1768161549.2385347,0.510801409710391,-0.07521110934501318,1.5792577,0.22,-0.07058823529411762,1,1,0
1768161549.734284,0.4187532781331585,-0.07248635436586892,1.590389,0.18,-0.07058823529411762,1,1,0
1768161550.155217,0.5260520054340068,-0.0673738960813004,1.6192666,0.24,-0.07058823529411762,1,1,0
1768161550.58667,0.43890480562133444,-0.04975336132284358,1.6253862,0.18,-0.03529411764705881,1,1,0
1768161551.0514677,0.5531518766455878,-0.017740849402521963,1.6429269,0.22,0.0,1,1,0
1768161551.5310721,0.452244897069656,0.011436303285889071,1.661396,0.2,0.0,1,1,0
