timestamp,dist_to_goal,bearing_error,min_obstacle_dist,v_cmd,w_cmd,is_tracking,is_visible
1767886942.6256554,0.7103082393089978,-0.22264993527513147,0.691,0.19555555555555557,-0.5714285714285714,1,1
1767886942.9236763,0.7103082393089978,-0.22264993527513147,0.691,0.19555555555555557,-0.5714285714285714,1,1
1767886943.2118883,0.7102588655872829,-0.22246491231904605,0.682,0.19555555555555557,-0.5714285714285714,1,1
1767886943.511338,0.7078743109292771,-0.20797730404787756,0.678,0.19555555555555557,-0.5714285714285714,1,1
1767886943.828517,0.6840244570698989,-0.39725995696357347,0.685,0.0,-0.1428571428571429,1,1
1767886944.1258593,0.6631708709554474,-0.7083458024031739,0.681,0.09777777777777778,-0.4285714285714286,1,1
1767886944.428068,0.6513305066314932,-0.9555967064109,0.663,0.09777777777777778,-0.5714285714285714,1,1
1767886944.7390234,0.6413459472831528,-1.2296556826524263,0.656,0.09777777777777778,-0.7142857142857143,1,1
1767886945.0207574,0.6389299072239966,-1.2338509266230575,0.663,0.09777777777777778,-0.7142857142857143,0,0
1767886945.3229265,0.6301665828116646,-1.1398003799142704,0.701,0.0,-0.5714285714285714,0,0
1767886945.6154356,0.6176176415236065,-1.0209384555935963,0.745,0.07333333333333333,-0.5714285714285714,0,0
1767886945.9113436,0.604240692628674,-0.8934595979377904,0.785,0.0,-0.4285714285714286,0,0
1767886946.2145374,0.585461296048809,-0.7191103412499866,0.838,0.04888888888888889,-0.4285714285714286,0,0
1767886946.5110092,0.5808430715777658,-0.5711979782549954,0.746,0.024444444444444446,-0.2857142857142858,0,0
1767886946.8232553,0.5680624770108562,-0.41278140761711435,0.886,0.024444444444444446,-0.2857142857142858,0,0
1767886947.1333742,0.5626999540969776,-0.29822424506468026,0.889,0.024444444444444446,-0.1428571428571429,0,0
1767886947.4402027,0.5516909511966667,-0.15625425389907166,0.872,0.024444444444444446,-0.1428571428571429,0,0
1767886947.7403576,0.5453074156560792,-0.07998791739670419,0.868,0.024444444444444446,0.0,0,0
1767886948.0540113,0.5394672410878987,-0.007443116501983593,0.87,0.024444444444444446,0.0,0,0
1767886948.384873,0.5345331345766741,0.04622160187258739,0.866,0.024444444444444446,0.0,0,0
1767886948.6831858,0.5275388016305109,0.08416262443338901,0.875,0.024444444444444446,0.0,0,0
1767886948.9890456,0.5219149950054297,0.08589558493076532,0.942,0.0,0.0,0,0
1767886949.291402,1.1200891002470368,-0.055944330293627775,0.947,0.14666666666666667,-0.1428571428571429,1,1
1767886949.5974944,1.1491477942657113,0.012584398978984779,0.896,0.12222222222222223,0.0,1,1
1767886949.9081392,1.1551111324621426,0.038669279506381715,0.902,0.09777777777777778,0.0,1,1
1767886950.191774,1.1559767895500384,0.06569760892463622,0.945,0.09777777777777778,0.0,1,1
1767886950.5084975,1.0898443052830535,0.10000413434918942,0.945,0.09777777777777778,0.0,1,1
1767886950.815619,1.0756613795686116,0.05097685315517553,0.943,0.14666666666666667,0.0,1,1
1767886951.1413736,1.1008399958440276,0.05937434366618266,0.989,0.04888888888888889,0.0,1,1
1767886951.506267,1.0986648970625155,0.06836456884822217,0.955,0.07333333333333333,0.0,1,1
1767886951.898457,1.072923475247578,0.12141655618855562,0.678,0.22,0.1428571428571428,1,1
1767886952.2830198,1.0415067997324556,0.10823600666471495,0.954,0.19555555555555557,-0.2857142857142858,1,1
1767886952.676907,1.0733645675667058,0.12602435927846956,0.972,0.04888888888888889,0.0,1,1
1767886953.0430326,1.032658665248281,0.26637585318253326,0.952,0.12222222222222223,0.1428571428571428,1,1
1767886953.4158933,1.0070463703759203,0.308978199372826,0.934,0.12222222222222223,0.1428571428571428,1,1
1767886953.787168,1.0233886659630949,0.17786259773287105,0.899,0.22,0.1428571428571428,1,1
1767886954.1752136,1.048588596607668,0.13752396479857,0.876,0.22,0.1428571428571428,1,1
1767886954.5304363,1.0002631022589576,0.09385789332891281,0.86,0.22,0.0,1,1
1767886954.8541937,0.9378057235824209,0.5617221505399619,0.853,0.14666666666666667,0.2857142857142856,1,1
1767886955.221228,0.9329173212699189,0.663815375340682,0.8,0.22,0.4285714285714284,1,1
1767886955.5871542,0.9376189078854316,0.6806657202768186,0.759,0.19555555555555557,0.4285714285714284,1,1
1767886955.957604,0.8913538173271613,0.7891023670459525,0.71,0.19555555555555557,0.2857142857142856,1,1
1767886956.3298328,0.8553750558122409,0.7769931844048139,0.657,0.14666666666666667,0.4285714285714284,1,1
1767886956.689967,0.8099642710643213,0.8485388877005977,0.61,0.22,0.5714285714285714,0,0
1767886957.0459785,0.7728591726644298,0.913810719201576,0.559,0.17111111111111113,0.5714285714285714,0,0
1767886957.4250224,0.7404744593633077,0.92870727459457,0.522,0.14666666666666667,0.5714285714285714,0,0
1767886957.7947857,0.7033383625037937,0.8913046740517275,0.471,0.17111111111111113,0.5714285714285714,0,0
1767886958.1452138,0.6692901072386345,0.8978988980432018,0.429,0.14666666666666667,0.5714285714285714,0,0
1767886958.5188336,0.634884211376327,0.8327984267747727,0.394,0.17111111111111113,0.5714285714285714,0,0
1767886958.8657672,0.5999567080771617,0.7143220705324018,0.364,0.09777777777777778,0.4285714285714284,0,0
1767886959.2142317,0.5570244334471821,0.6280028047416975,0.35,0.14666666666666667,0.4285714285714284,0,0
1767886959.5707924,0.515620725397913,0.5017117853571935,0.35,0.04888888888888889,0.2857142857142856,0,0
1767886959.9445908,0.4712650127057453,0.4051681176517858,0.363,0.12222222222222223,0.2857142857142856,0,0
1767886960.3131576,0.442112999990389,0.28653969645372124,0.393,0.0,0.1428571428571428,0,0
1767886960.660444,0.40213520884007226,0.18926520265796326,0.431,0.12222222222222223,0.1428571428571428,0,0
1767886961.0234628,0.6755142300413136,0.20980018959407343,0.456,0.09777777777777778,0.1428571428571428,1,1
1767886961.35657,0.6568087420223987,0.1533424167218992,0.478,0.07333333333333333,0.1428571428571428,1,1
1767886961.7140412,0.6877029999802657,0.15959053852340338,0.509,0.17111111111111113,0.0,1,1
1767886962.0741968,0.6723737760893094,0.10732921829191028,0.51,0.07333333333333333,0.0,1,1
1767886962.428447,0.6819074377129417,0.07362104008515913,0.514,0.09777777777777778,0.0,1,1
1767886962.7868097,0.7028259969723161,0.027754573806492655,0.521,0.22,-0.2857142857142858,1,1
1767886963.1492214,0.714275814497688,0.08185230694000772,0.526,0.07333333333333333,0.0,1,1
1767886963.5132155,0.7088768441166438,0.09560571464425899,0.541,0.07333333333333333,0.0,1,1
1767886963.877708,0.6851734787234426,-0.0056202926950960075,0.549,0.22,-0.1428571428571429,1,1
1767886964.2351222,0.6567009318250381,-0.06595017239048845,0.559,0.07333333333333333,0.0,1,1
1767886964.5969934,0.658021459187149,0.08353905478676282,0.569,0.04888888888888889,0.0,1,1
1767886964.9565535,0.6797057856466718,0.0007303333344099716,0.581,0.07333333333333333,0.0,1,1
1767886965.3350155,0.6392594982535686,-0.19097767941282118,0.582,0.22,-0.5714285714285714,1,1
1767886965.6920729,0.6216859483936891,-0.08677276033026704,0.585,0.0,0.0,1,1
1767886966.0469332,0.603479720346387,-0.08660868881813277,0.6,0.17111111111111113,0.1428571428571428,1,1
1767886966.3933136,0.6036302602288369,-0.10703527994144868,0.614,0.19555555555555557,-0.1428571428571429,1,1
1767886966.7516,0.5904871100085982,-0.41512692501843773,0.615,0.04888888888888889,-0.2857142857142858,1,1
1767886967.0934696,0.6315398916913546,-0.16444543636723263,0.618,0.22,-0.5714285714285714,1,1
1767886967.444956,0.5919518761700218,-0.12186910126581019,0.651,0.0,0.0,1,1
1767886967.8004875,0.5366207445086734,-0.08146987758735913,0.608,0.0,0.0,1,1
1767886968.1390572,0.6316033582182156,-0.24543910943166003,0.555,0.04888888888888889,-0.1428571428571429,1,1
1767886968.4796517,0.6381410999037639,-0.40389751264186013,0.561,0.0,-0.1428571428571429,1,1
1767886968.8543487,0.6508640779606586,-0.24065768259525555,0.582,0.07333333333333333,-0.1428571428571429,1,1
1767886969.2144704,0.6479089808613219,-0.22872838038405974,0.628,0.07333333333333333,-0.1428571428571429,1,1
1767886969.5800335,0.6381348926543123,-0.19033824239567954,0.653,0.04888888888888889,-0.1428571428571429,1,1
1767886969.9415512,0.620478588173667,-0.19828543594473214,0.678,0.04888888888888889,-0.1428571428571429,1,1
1767886970.2901251,0.6324718174583721,-0.1902037651036631,0.704,0.04888888888888889,-0.1428571428571429,1,1
1767886970.6329226,0.6595768393124566,-0.13693654423001655,0.687,0.07333333333333333,-0.1428571428571429,1,1
1767886970.9771488,0.7087613098152983,-0.06610452272228129,0.667,0.17111111111111113,-0.2857142857142858,1,1
1767886971.3365448,0.7221343527362378,-0.06555751373269714,0.657,0.14666666666666667,-0.2857142857142858,1,1
1767886971.6996255,0.706727694380655,-0.005373198549987301,0.648,0.09777777777777778,-0.1428571428571429,1,1
1767886972.0662858,0.7220751590988833,0.050242696425162436,0.637,0.17111111111111113,-0.1428571428571429,1,1
1767886972.4048994,0.7034885180609752,0.11707757611186687,0.619,0.07333333333333333,0.0,1,1
1767886972.7883651,0.7150650634183577,0.16100973964472387,0.584,0.09777777777777778,0.1428571428571428,1,1
1767886973.1463783,0.6922893890764507,0.13675563766344445,0.562,0.024444444444444446,0.0,1,1
1767886973.484636,0.643891919997837,0.18078462384474525,0.549,0.19555555555555557,-0.1428571428571429,1,1
1767886973.8175344,0.6177877588807922,0.1774890806253666,0.538,0.19555555555555557,0.0,1,1
1767886974.148512,0.5986532788157102,0.24059165567483953,0.533,0.12222222222222223,0.1428571428571428,1,1
1767886974.4903367,0.5839773377773388,0.2696394842679065,0.532,0.04888888888888889,0.1428571428571428,1,1
1767886974.8437035,0.554929547725504,0.4977848246405207,0.529,0.04888888888888889,0.2857142857142856,1,1
1767886975.2032993,0.4997230295116863,0.5279916640795679,0.526,0.024444444444444446,0.2857142857142856,1,1
1767886975.5563889,0.5892210798900056,0.4711063513290556,0.538,0.19555555555555557,0.2857142857142856,1,1
1767886975.8929813,0.5769102462794751,0.42307082025027354,0.544,0.17111111111111113,0.2857142857142856,1,1
1767886976.2221098,0.5648213629187279,0.3442710982536583,0.546,0.09777777777777778,0.1428571428571428,1,1
1767886976.5750365,0.5562407254908533,0.3117811874012244,0.552,0.04888888888888889,0.1428571428571428,0,0
1767886976.928207,0.5187093454387514,0.5187027660298409,0.551,0.024444444444444446,0.2857142857142856,0,0
1767886977.274054,0.47144811707928647,0.49231846422214853,0.551,0.04888888888888889,0.2857142857142856,0,0
1767886977.6325939,0.4503452459497211,0.47121049263105397,0.574,0.07333333333333333,0.2857142857142856,0,0
1767886977.9828656,0.43774237696617185,0.41418795102940664,0.585,0.0,0.1428571428571428,0,0
1767886978.3156738,0.4291474347290179,0.3278266626687678,0.585,0.0,0.1428571428571428,0,0
1767886978.6692154,0.41679130792615415,0.25565706863220783,0.595,0.024444444444444446,0.1428571428571428,0,0
1767886979.0442553,0.3968884255740394,0.1868205753334763,0.601,0.0,0.1428571428571428,0,0
1767886979.4247072,0.3949446674901214,0.14426366847166383,0.6,0.0,0.1428571428571428,0,0
