timestamp,dist_to_goal,bearing_error,min_obstacle_dist,v_cmd,w_cmd,is_tracking,is_visible
1768051142.7289803,1.4870329064941514,-0.21043411687959124,0.9846191,0.25,-0.1411764705882353,1,1
1768051143.3548803,1.4870329064941514,-0.21043411687959124,0.9846191,0.25,-0.1411764705882353,1,1
1768051143.9471176,1.4467372612210208,-0.2204463237822261,0.9841907,0.25,-0.1411764705882353,0,0
1768051143.2697415,1.285750009018934,-0.13452811010175716,0.98529166,0.25,-0.07058823529411762,1,1
1768051144.5788727,1.1927249875961847,-0.09043806886847058,0.9857188,0.25,-0.07058823529411762,1,1
1768051145.157996,1.1927249875961847,-0.09043806886847058,0.9857188,0.25,-0.07058823529411762,1,1
1768051145.7451186,0.9902278656798533,-0.04443772304803062,0.9957976,0.25,-0.03529411764705881,1,1
1768051146.3389242,0.863486150323188,-0.04545578683195872,0.9993398,0.25,-0.03529411764705881,1,1
1768051146.92649,0.7104903679926211,-0.016832166067383192,1.0086235,0.25,0.0,1,1
1768051147.558714,0.6121065475307966,-0.11598266399799284,1.0416642,0.25,-0.10588235294117643,1,1
1768051148.1986113,0.460255689824393,-0.13890559764389976,1.083586,0.21428571428571427,-0.1411764705882353,1,1
1768051148.7439048,0.3907919143285042,-0.3994340423807945,1.1161988,0.17857142857142855,-0.388235294117647,1,1
1768051149.3358114,0.38261741942071253,-0.611300767089326,1.1534234,0.1607142857142857,-0.5294117647058824,1,1
1768051149.8922045,0.2912899523111768,-0.6902057098802681,1.2165357,0.125,-0.6,1,1
1768051150.432611,0.3505399791592379,-0.5918458795233633,1.2557433,0.1607142857142857,-0.5647058823529412,1,1
1768051150.976487,0.2844034680135455,-0.4287428622887757,1.3492887,0.14285714285714285,-0.4588235294117647,1,1
1768051151.5571444,0.367980857733179,-0.030503927131755093,1.4088038,0.08928571428571427,-0.03529411764705881,1,1
1768051152.0836415,0.28013620702718534,0.3117519899822987,1.4782232,0.0,0.14117647058823535,1,1
1768051152.611191,0.40800517131792285,0.640174389572191,1.4312763,0.0,0.3176470588235294,1,1
1768051153.1899264,0.3823488917854922,0.6993301201093229,1.4025578,0.08928571428571427,0.45882352941176474,1,1
1768051153.8910031,0.5807186244441901,0.5694301418868524,1.3842052,0.23214285714285712,0.49411764705882344,1,1
1768051154.5598114,0.7699584387805449,0.3105175419260391,1.4023621,0.03571428571428571,0.17647058823529416,1,1
1768051155.185976,0.6781792721996439,0.023657759233185027,1.4009154,0.0,0.0,1,1
1768051155.76737,0.7921953157694855,-0.27251902761258107,1.3901109,0.0,-0.1411764705882353,1,1
1768051156.3944507,1.0017259232282618,-0.3518623765599569,1.3618765,0.0,-0.1764705882352941,1,1
1768051157.0712006,1.0016323171247885,-0.31621962816203386,1.2653805,0.25,-0.2117647058823529,1,1
1768051157.7139993,1.229983656042647,-0.21550042514057433,1.2428868,0.25,-0.1411764705882353,1,1
1768051158.385331,1.1808717749018556,-0.11289085086130823,1.2298872,0.21428571428571427,-0.07058823529411762,1,1
1768051159.071054,1.2359921496665447,-0.01150161329995969,1.233542,0.25,0.0,1,1
1768051159.7149317,1.2930275592443028,0.057350007462769526,1.2225946,0.25,0.03529411764705881,1,1
1768051160.3721406,1.1442465861540387,0.09301860128771611,1.1809783,0.25,0.07058823529411762,1,1
1768051161.0826879,1.1699809724858086,0.07368591425757787,1.0754932,0.25,0.07058823529411762,1,1
1768051161.8330855,1.1791058443190332,0.02040662645679614,1.0285952,0.25,0.03529411764705881,1,1
1768051162.5384636,0.9922164330308354,-0.03351862169706599,0.9514773,0.25,-0.03529411764705881,1,1
1768051163.223083,0.9790939734840041,-0.12054275559751404,0.9214482,0.25,-0.07058823529411762,1,1
1768051163.9014916,0.9484581913664019,-0.1889083299648282,0.93974936,0.25,-0.1411764705882353,1,1
1768051164.5533416,0.8996341828610485,-0.24329798471911301,0.9701739,0.25,-0.1764705882352941,1,1
