timestamp,dist_to_goal,bearing_error,min_obstacle_dist,v_cmd,w_cmd,is_tracking,is_visible
1767892893.0825655,0.694816533731313,-0.035652732227774694,0.605,0.08,-0.02352941176470591,1,1
1767892894.1663363,0.694816533731313,-0.035652732227774694,0.605,0.08,-0.02352941176470591,0,0
1767892895.2373345,0.621022216415987,-0.030427142288145272,0.64,0.08,-0.02352941176470591,1,1
1767892896.2938194,0.5704385599567652,-0.04459178336069554,0.625,0.08,-0.02352941176470591,1,1
1767892897.3106809,0.5815609137907806,-0.06070856618668233,0.66,0.08,-0.04705882352941182,1,1
1767892898.4048452,0.6075065188166615,-0.05088516362408502,0.715,0.08,-0.02352941176470591,1,1
1767892899.5099034,0.6594811005211562,-0.11632213265252805,0.743,0.08,-0.07058823529411767,1,1
1767892900.5836308,0.7285624640605747,-0.1988359721559103,0.782,0.08,-0.11764705882352944,1,1
1767892901.719284,0.7337921241885248,-0.20594544195995818,0.754,0.08,-0.11764705882352944,1,1
1767892902.8177538,0.7708848453281804,-0.20210251187131395,0.648,0.08,-0.11764705882352944,1,1
1767892903.9702659,0.7719806114922445,-0.12472405079345228,0.652,0.08,-0.07058823529411767,1,1
1767892905.1071386,0.7590471966502916,-0.12280674697950905,0.6,0.08,-0.07058823529411767,1,1
1767892906.2432055,0.7459563414269305,-0.07377415228138162,0.547,0.08,-0.04705882352941182,1,1
1767892907.275876,0.7640842594548459,-0.05314298749706692,0.491,0.08,-0.02352941176470591,1,1
1767892908.2714458,0.7743257735233203,-0.02772750576863936,0.442,0.08,0.0,1,1
1767892909.2980144,0.7803675766775625,-0.03795763036173039,0.398,0.08,-0.02352941176470591,1,1
1767892910.4300015,0.8151258312186396,-0.03530152604779213,0.36,0.08,-0.02352941176470591,1,1
1767892911.5501873,0.803302523711572,-0.020618547832701117,0.329,0.08,0.0,1,1
1767892912.6604095,0.814643406809482,0.02916527628610588,0.313,0.08,0.023529411764705854,1,1
1767892913.7714937,0.7846606967217162,0.08024101803968675,0.311,0.08,0.04705882352941171,1,1
1767892914.940445,0.7826243911254366,0.10342013279552942,0.325,0.08,0.04705882352941171,1,1
1767892916.3047786,0.806627222621564,0.12537328210405024,0.352,0.08,0.07058823529411762,1,1
1767892917.5356944,0.7710641850157943,0.18935019206817,0.406,0.08,0.09411764705882353,1,1
1767892918.8142958,0.7490366395924946,0.2677840312399782,0.425,0.08,0.14117647058823524,1,1
1767892920.124176,0.712491468146457,0.3107426991159216,0.406,0.08,0.16470588235294115,1,1
1767892921.3926117,0.7505227547732712,0.2686720791250336,0.408,0.08,0.14117647058823524,1,1
1767892922.6392136,0.7517476117728478,0.20784653485360594,0.409,0.08,0.11764705882352933,1,1
1767892923.892851,0.7799838246030198,0.25394756711857125,0.415,0.08,0.14117647058823524,1,1
1767892925.083024,0.7558753603199033,0.2406024391330941,0.422,0.08,0.0,1,1
1767892926.3287704,0.7282482267442651,0.21895757173614788,0.388,0.08,0.11764705882352933,1,1
1767892927.6145,0.7489851284510903,0.38540958191238595,0.357,0.08,0.21176470588235297,1,1
1767892928.8274834,0.7450178026136582,0.49588477129654296,0.34,0.08,0.2823529411764706,1,1
1767892930.0618405,0.7487860034739251,0.3515290761869121,0.346,0.08,0.18823529411764706,1,1
1767892931.3034163,0.7196390203551309,0.2736513761836411,0.361,0.08,0.16470588235294115,1,1
1767892932.5911016,0.6749872676669153,0.27389653450938556,0.378,0.08,0.16470588235294115,1,1
1767892933.7996283,0.6703549124789251,0.26744045270218875,0.362,0.08,0.07058823529411762,1,1
1767892935.093718,0.6567011555905021,0.27714542450825297,0.35,0.08,0.16470588235294115,1,1
1767892936.3822813,0.6744845728421794,0.3660477916088083,0.342,0.08,0.21176470588235297,1,1
1767892937.6714811,0.6544072935155189,0.3856423531768507,0.337,0.08,0.21176470588235297,1,1
1767892938.9504168,0.6987209532448766,0.35811922366048465,0.332,0.08,0.18823529411764706,1,1
1767892940.1688585,0.7200343518888377,0.270998164656298,0.313,0.08,0.14117647058823524,1,1
1767892941.3635716,0.7338341781788907,0.2184136105357397,0.295,0.08,0.11764705882352933,1,1
1767892942.5665138,0.7111689080090078,0.16719189307908522,0.277,0.08,0.09411764705882353,1,1
1767892943.8610125,0.6919081128415788,0.16325914657569474,0.249,0.08,0.09411764705882353,1,1
1767892945.1053846,0.718837594618982,0.1219428077049649,0.233,0.08,0.07058823529411762,1,1
1767892946.297319,0.7347591438873551,0.037307766742921356,0.233,0.08,0.023529411764705854,1,1
1767892947.5026999,0.7625624418171597,-0.017325664956719056,0.256,0.08,0.0,1,1
1767892948.7076118,0.8106796193269857,-0.07486842039123642,0.288,0.08,-0.04705882352941182,1,1
1767892949.9936337,0.8225790822588331,-0.07371954223684307,0.321,0.08,-0.04705882352941182,1,1
1767892951.284354,0.8112608232920743,-0.040768511158243204,0.364,0.08,-0.02352941176470591,1,1
1767892952.5257897,0.8384902621361021,0.025301417903229595,0.436,0.08,0.023529411764705854,1,1
1767892953.7737684,0.8607488811601843,0.039414250028167785,0.508,0.08,0.023529411764705854,1,1
1767892955.0482738,0.9490630314708302,0.03495089756589298,0.585,0.08,0.023529411764705854,1,1
1767892956.359111,0.9460077449278697,-0.010330149973920566,0.675,0.08,0.0,1,1
1767892957.6027749,1.0302872150313305,-0.0779802677391821,0.727,0.08,-0.04705882352941182,1,1
1767892958.8111053,1.1280258577728173,-0.15195871397773297,0.713,0.08,-0.09411764705882353,1,1
1767892960.061314,1.0661204376534321,-0.18726545102829428,0.682,0.08,-0.09411764705882353,1,1
1767892961.3019981,1.0321992005337122,-0.1685948694467987,0.66,0.08,-0.09411764705882353,1,1
1767892962.5951412,0.9132303396379969,-0.08842780343490508,0.654,0.08,-0.04705882352941182,1,1
1767892963.8039598,0.8310345701284477,-0.030660092138344197,0.669,0.08,-0.02352941176470591,1,1
1767892965.0511966,0.7386945556833927,0.039030567869122734,0.64,0.08,-0.04705882352941182,1,1
1767892966.3434033,0.6241569948635577,0.09311734084764822,0.608,0.08,0.04705882352941171,1,1
1767892967.6209595,0.5015685904954053,0.13872133830115274,0.524,0.08,0.09411764705882353,1,1
1767892968.838172,0.41893314000822435,0.10790559082001927,0.431,0.08,0.023529411764705854,1,1
1767892970.057357,0.315433386734003,-0.0028071648750533917,0.34,0.06857142857142857,-0.07058823529411767,1,1
1767892971.1828055,0.21582910307025363,-0.09558529132440974,0.251,0.05714285714285714,-0.07058823529411767,0,0
1767892972.0876238,0.13940487952222483,-0.13037676616928984,0.173,0.02857142857142857,-0.18823529411764708,0,0
1767892972.8476694,0.1009726303381982,-0.1384769593438433,0.153,0.02857142857142857,-0.25882352941176473,0,0
