timestamp,dist_to_goal,bearing_error,min_obstacle_dist,v_cmd,w_cmd,is_tracking,is_visible
1767893445.5173092,1.2160874739562717,2.6165627243674345,0.322,0.08,0.4,1,1
1767893446.5489163,1.2160874739562717,2.6165627243674345,0.322,0.08,0.4,0,0
1767893447.5785558,0.8111170192806435,-0.21373039021871024,0.321,0.08,-0.11764705882352944,1,1
1767893448.602438,0.7359890835775692,-0.6425669944447794,0.344,0.08,-0.35294117647058826,0,0
1767893449.627069,0.6815003313346859,-0.8937962177171483,0.396,0.08,-0.4,0,0
1767893450.6803977,0.6271961810035114,-0.7848611081257293,0.447,0.08,-0.4,0,0
1767893451.7455282,0.561491839105315,-0.5166531177937261,0.492,0.08,-0.3058823529411765,0,0
1767893452.7767398,0.4835345813745539,-0.18670824948054876,0.449,0.08,-0.11764705882352944,0,0
1767893453.7472403,0.4002975693607613,0.1688715006896334,0.399,0.08,0.11764705882352933,0,0
1767893454.8133833,0.32954459627197114,0.43540245936239896,0.385,0.07428571428571429,0.2823529411764706,0,0
1767893455.9647756,0.25784410271112573,0.599368807394199,0.399,0.06857142857142857,0.4,0,0
1767893457.1362026,0.1884363255540332,0.6567975293403067,0.437,0.03428571428571429,0.4,0,0
1767893458.2964263,0.12569115804892536,0.5880095133321376,0.466,0.03428571428571429,0.4,0,0
1767893459.4132843,0.0939576234605696,0.5538917514808129,0.48,0.02857142857142857,0.4,0,0
1767893460.494684,0.7271010667106644,0.18194706497264101,0.48,0.08,0.09411764705882353,1,1
1767893461.6793811,0.72647539825822,0.14057712513616485,0.48,0.08,0.07058823529411762,1,1
1767893462.846621,0.6820163364449827,0.09939950803479344,0.479,0.08,0.04705882352941171,0,0
1767893464.000799,0.590344351822122,0.025821126045571144,0.475,0.08,0.023529411764705854,0,0
1767893465.148636,0.4977047814165049,-0.03640938996060353,0.476,0.08,-0.02352941176470591,0,0
1767893466.2603922,0.6346868295192989,0.31651875018935877,0.437,0.08,0.18823529411764706,1,1
1767893467.432436,0.5524303112689024,0.36402494219454773,0.398,0.08,0.21176470588235297,0,0
