timestamp,dist_to_goal,bearing_error,min_obstacle_dist,v_cmd,w_cmd,is_tracking,is_visible
1767890769.3007097,1.3773462316500484,-0.051906775225137335,0.665,0.22,0.0,1,1
1767890769.606472,1.3773462316500484,-0.051906775225137335,0.665,0.22,0.0,1,1
1767890769.8925695,1.3798984454555583,-0.04773452943541586,0.673,0.22,0.0,1,1
1767890770.1747236,1.3787003031027123,-0.04420462255511026,0.679,0.22,0.0,1,1
1767890770.4709368,1.3787003031027125,-0.04396501188311319,0.677,0.22,0.0,1,1
1767890770.7752929,1.3769421066288137,-0.04564604910422434,0.657,0.22,0.0,1,1
1767890771.0717323,1.3857794080456383,-0.05037767611724661,0.679,0.22,0.0,1,1
1767890771.3617783,1.3857794080456383,-0.05036527835113332,0.671,0.22,0.0,1,1
1767890771.6665545,1.3807253289173447,-0.050481860016442275,0.657,0.22,0.0,1,1
1767890771.9710274,1.3714534739038513,-0.05165176795515319,0.674,0.22,0.0,1,1
1767890772.260898,1.368282635154658,-0.053599411356076335,0.682,0.22,0.0,1,1
1767890772.5492618,1.3816375292910938,-0.05648674897797808,0.663,0.22,0.0,1,1
1767890772.8439555,1.3892263665190698,-0.056177227572391894,0.663,0.22,0.0,1,1
1767890773.1371973,1.3955003338179597,-0.05528176174251658,0.668,0.22,0.0,1,1
1767890773.4441316,1.4096723430289797,-0.05866464147263057,0.678,0.22,0.0,1,1
1767890773.7128973,1.4078869817480553,-0.060131135476671885,0.667,0.22,0.0,1,1
1767890773.9952095,1.4191584776858757,-0.06378890124741393,0.678,0.22,0.0,1,1
1767890774.2870846,1.4207614930286918,-0.0673390163271416,0.682,0.22,0.0,1,1
1767890774.5805416,1.4143245939751983,-0.06239883251916342,0.683,0.22,0.0,1,1
1767890774.8665104,1.410090822253599,-0.059789772807768364,0.679,0.22,0.0,1,1
1767890775.1618345,1.418068293058183,-0.05965988650745934,0.683,0.22,0.0,1,1
1767890775.4628727,1.4123369526414205,-0.05799770003372641,0.677,0.22,0.0,1,1
1767890775.7565932,1.4235585184238035,-0.05499412798539193,0.677,0.22,0.0,1,1
1767890776.05661,1.4256424755414232,-0.05545452863787503,0.683,0.22,0.0,1,1
1767890776.345525,1.4289527550285412,-0.05339442388912001,0.671,0.22,0.0,1,1
1767890776.6337225,1.4341767552111326,-0.052167868497088175,0.677,0.22,0.0,1,1
1767890776.9366581,1.4293095789813717,-0.05373581655933396,0.677,0.22,0.0,1,1
1767890777.2421548,1.4197508850005884,-0.05188535442713509,0.675,0.22,0.0,1,1
1767890777.5464365,1.4109278798674714,-0.049883765557978105,0.659,0.22,0.0,1,1
1767890777.8393512,1.4042145746750823,-0.05064272847561013,0.652,0.22,0.0,1,1
1767890778.1234114,1.4092246793561076,-0.04955188872734214,0.679,0.22,0.0,1,1
