time,x,y,yaw,source
0.0,0.0,0.0,0.0,odom
0.021000000000000796,1.7205356741102976e-22,-2.792598419361492e-33,-1.5302841332231012e-21,odom
0.04200000000000159,1.3234889800848443e-22,-2.0703746902162785e-33,-2.68833699079734e-21,odom
0.06300000000000239,3.110199103199384e-22,-4.8629731095777705e-33,-2.7710550520526427e-21,odom
0.08400000000000318,2.117582368135751e-22,-3.4666738998970245e-33,-2.1093105620102206e-21,odom
0.10500000000000398,1.5881867761018131e-22,-2.6481536735324493e-33,-2.1093105620102206e-21,odom
0.12600000000000477,1.1911400820763599e-22,-2.0222264416065976e-33,-2.481541837659083e-21,odom
0.14699999999999136,4.632211430296955e-23,-8.185202263645752e-34,-3.763671787116276e-21,odom
0.16799999999999216,-1.3234889800848443e-22,1.877781695777555e-33,-3.2673634195844593e-21,odom
0.18899999999999295,-1.852884572118782e-22,2.6481536735324493e-33,-5.459392042849983e-21,odom
0.20999999999999375,-3.705769144237564e-22,5.3926038442842604e-33,-1.4475660719677984e-21,odom
0.23099999999999454,-2.183756817139993e-22,3.0333396624098965e-33,-2.274746684520826e-21,odom
0.25199999999999534,-1.9190590211230242e-22,2.4555606790937257e-33,-1.406207041340147e-21,odom
0.27299999999999613,-7.940933880509066e-23,8.666684749742561e-34,-4.632211430296955e-21,odom
0.29399999999999693,-1.9190590211230242e-22,2.744450170751811e-33,-4.7976475528075605e-21,odom
0.3149999999999977,-2.117582368135751e-22,2.9370431651905347e-33,-7.77549775799846e-21,odom
0.3359999999999985,-7.279189390466644e-23,9.14816723583937e-34,-7.899574849881414e-21,odom
0.3569999999999993,1.1249656330721176e-22,-1.6851887013388314e-33,-9.429858983104515e-21,odom
0.3780000000000001,2.9116757561866574e-22,-4.333342374871281e-33,-1.0836066024444663e-20,odom
0.3990000000000009,1.7205356741102976e-22,-2.4555606790937257e-33,-1.0298398626285195e-20,odom
0.4200000000000017,5.293955920339377e-23,-7.2222372914521344e-34,-1.2821299494571929e-20,odom
0.4410000000000025,4.1028158382630173e-22,-6.259272319258517e-33,-1.2945376586454883e-20,odom
0.4620000000000033,4.632211430296955e-22,-6.98149604840373e-33,-1.1994118882018901e-20,odom
0.4830000000000041,4.367513634279986e-22,-6.644458308135964e-33,-1.4227506535912076e-20,odom
0.5040000000000049,5.69100261436483e-22,-8.811129495571604e-33,-1.406207041340147e-20,odom
0.5249999999999915,7.610061635487855e-22,-1.179632090937182e-32,-1.5344200362858663e-20,odom
0.5459999999999923,5.558653716356346e-22,-8.907425992790966e-33,-1.5302841332231012e-20,odom
0.5669999999999931,7.279189390466644e-22,-1.1459283169104053e-32,-1.7205356741102976e-20,odom
0.5879999999999939,6.617444900424221e-22,-1.0351873451081393e-32,-1.9935052762527967e-20,odom
0.6089999999999947,7.146840492458159e-22,-1.1170393677445968e-32,-1.8363409598677214e-20,odom
0.6299999999999955,7.146840492458159e-22,-1.1218541926055649e-32,-1.5178764240348058e-20,odom
0.6509999999999962,8.07328277851755e-22,-1.2518544638517033e-32,-1.2200914035157158e-20,odom
0.671999999999997,7.543887186483612e-22,-1.1507431417713734e-32,-1.257314531080602e-20,odom
0.6929999999999978,1.0190865146653301e-21,-1.555188430092693e-32,-1.3607121076497305e-20,odom
0.7139999999999986,8.999725064576941e-22,-1.3674102605149375e-32,-1.0008885411891635e-20,odom
0.7349999999999994,9.132073962585426e-22,-1.401114034541714e-32,-7.734138727370809e-21,odom
0.7560000000000002,1.1117307432712692e-21,-1.7092628256436718e-32,-8.602678370551488e-21,odom
0.777000000000001,9.595295105615121e-22,-1.4829660571781716e-32,-1.3607121076497305e-20,odom
0.7980000000000018,1.2374621963793294e-21,-1.9163002946652997e-32,-1.64195351591776e-20,odom
0.8190000000000026,1.2705494208814505e-21,-1.9548188935530444e-32,-1.852884572118782e-20,odom
0.8400000000000034,1.4492204331929045e-21,-2.2292639106282255e-32,-1.823933250679426e-20,odom
0.8610000000000042,1.707300784309449e-21,-2.628894374088577e-32,-1.6295458067294645e-20,odom
0.882000000000005,1.7867101231145398e-21,-2.739635345890843e-32,-1.9976411793155618e-20,odom
0.9029999999999916,1.9190590211230242e-21,-2.951487639773439e-32,-2.0141847915666224e-20,odom
0.9239999999999924,2.1440521477374477e-21,-3.317414329207014e-32,-2.1134464650729857e-20,odom
0.9449999999999932,2.3161057151484775e-21,-3.587044521421227e-32,-2.4153673886548408e-20,odom
0.965999999999994,2.567568621364598e-21,-3.962600860576738e-32,-2.39055197027825e-20,odom
0.9869999999999948,2.4749243927586588e-21,-3.822970939608663e-32,-2.2912902967718867e-20,odom
1.0079999999999956,2.567568621364598e-21,-3.9529712108548016e-32,-2.1341259803868114e-20,odom
1.0289999999999964,2.4286022784556893e-21,-3.75556339155511e-32,-2.6428420571069234e-20,odom
1.0499999999999972,2.448454613156962e-21,-3.7892671655818865e-32,-2.1878927202027582e-20,odom
1.070999999999998,2.567568621364598e-21,-3.977045335159642e-32,-2.0100488885038572e-20,odom
1.0919999999999987,2.686682629572234e-21,-4.1551938550154614e-32,-2.2168440416421142e-20,odom
1.1129999999999995,2.693300074472658e-21,-4.1648235047373975e-32,-2.328513424336773e-20,odom
1.1340000000000003,2.7660919683773245e-21,-4.2659348268177274e-32,-2.1341259803868114e-20,odom
1.1550000000000011,3.0572595439959903e-21,-4.7040838891658236e-32,-1.9810975670645013e-20,odom
1.176000000000002,3.0572595439959903e-21,-4.7088987140267917e-32,-2.2209799447048793e-20,odom
1.1970000000000027,3.2160782216061716e-21,-4.959269606797132e-32,-2.1920286232655233e-20,odom
1.2180000000000035,3.0903467684981114e-21,-4.771491437219377e-32,-2.1713491079516976e-20,odom
1.2390000000000043,2.8521187520828394e-21,-4.41037957264677e-32,-2.3450570365878335e-20,odom
1.2600000000000051,3.0307897643942934e-21,-4.675194940000015e-32,-2.4732700315335527e-20,odom
1.2809999999999917,3.441071348220595e-21,-5.320381471369739e-32,-3.0357528480696116e-20,odom
1.3019999999999925,3.4807760176231405e-21,-5.373344544840388e-32,-2.6511138632324537e-20,odom
1.3229999999999933,3.494010907423989e-21,-5.397418669145228e-32,-2.4443187100941968e-20,odom
1.343999999999994,3.613124915631625e-21,-5.565937539279112e-32,-2.3864160672154848e-20,odom
1.3649999999999949,3.646212140133746e-21,-5.614085787888793e-32,-2.357464745776129e-20,odom
1.3859999999999957,3.7190040340384124e-21,-5.729641584552027e-32,-2.2623389753325307e-20,odom
1.4069999999999965,3.679299364635867e-21,-5.667048861359441e-32,-2.2292517508304096e-20,odom
1.4279999999999973,3.7190040340384124e-21,-5.715197109969122e-32,-2.3740083580271894e-20,odom
1.448999999999998,3.8116482626443515e-21,-5.859641855798165e-32,-2.3781442610899546e-20,odom
1.4699999999999989,4.036641389258775e-21,-6.196679596065931e-32,-2.2333876538931747e-20,odom
1.4909999999999997,4.149137952565987e-21,-6.365198466199814e-32,-2.6056189295420372e-20,odom
1.5120000000000005,4.036641389258775e-21,-6.196679596065931e-32,-2.3119698120857124e-20,odom
1.5330000000000013,3.791795927943079e-21,-5.830752906632357e-32,-2.2003004293910536e-20,odom
1.554000000000002,3.904292491250291e-21,-5.994456951905272e-32,-2.2788825875835912e-20,odom
1.5750000000000028,3.9572320504536844e-21,-6.071494149680761e-32,-2.3119698120857124e-20,odom
1.5960000000000036,3.970466940254533e-21,-6.090753449124633e-32,-2.5311726744122647e-20,odom
1.6170000000000044,3.745473813640109e-21,-5.758530533717835e-32,-2.3533288427133637e-20,odom
1.637999999999991,3.8248831524452e-21,-5.874086330381069e-32,-2.394687873341015e-20,odom
1.6589999999999918,3.9572320504536844e-21,-6.052234850236889e-32,-2.1713491079516976e-20,odom
1.6799999999999926,4.0763460586613204e-21,-6.244827844675612e-32,-2.179620914077228e-20,odom
1.7009999999999934,3.891057601449442e-21,-5.970382827600431e-32,-1.914923118060259e-20,odom
1.7219999999999942,3.851352932046897e-21,-5.883715980103006e-32,-1.823933250679426e-20,odom
1.742999999999995,3.818265707544776e-21,-5.830752906632357e-32,-1.8363409598677214e-20,odom
1.7639999999999958,4.0498762790596235e-21,-6.177420296622059e-32,-1.737079286361358e-20,odom
1.7849999999999966,4.195460066868956e-21,-6.413346714809495e-32,-2.1093105620102206e-20,odom
1.8059999999999974,4.089580948462169e-21,-6.24964266953658e-32,-1.823933250679426e-20,odom
1.8269999999999982,3.99693671985623e-21,-6.110012748568506e-32,-1.613002194478404e-20,odom
1.847999999999999,4.063111168860472e-21,-6.215938895509804e-32,-1.6833125465454113e-20,odom
