time,x,y,yaw,source
0.0,0.0,0.0,0.0,odom
0.021000000000015007,-2.3161057151484775e-22,3.370377402677663e-33,1.3648480107124957e-21,odom
0.04200000000003001,-1.6543612251060553e-22,2.262967684655002e-33,7.444625512977249e-22,odom
0.06299999999998818,-1.9852334701272664e-23,1.4444474582904269e-34,-1.3234889800848443e-21,odom
0.08400000000000318,3.374896899216353e-22,-5.3444555956745795e-33,-1.613002194478404e-21,odom
0.10500000000001819,7.213014941462401e-22,-1.1122245428836287e-32,-2.605618929542037e-21,odom
0.12599999999997635,9.992341799640574e-22,-1.5455587803707568e-32,-3.474158572722716e-21,odom
0.14699999999999136,1.1845226371759356e-21,-1.8344482720288422e-32,-5.500751073477634e-21,odom
0.16800000000000637,1.3830459841886623e-21,-2.1137081139649913e-32,-6.782881022934827e-21,odom
0.18900000000002137,1.4293680984916318e-21,-2.1907453117404808e-32,-5.831623318498845e-21,odom
0.20999999999997954,1.462455322993753e-21,-2.2437083852111298e-32,-5.211237859084074e-21,odom
0.23099999999999454,1.462455322993753e-21,-2.2485232100720979e-32,-5.3353149509670285e-21,odom
0.25200000000000955,1.402898318889935e-21,-2.1666711874356403e-32,-6.452008777913616e-21,odom
0.27300000000002456,1.2771668657818747e-21,-1.9692633681359487e-32,-5.0044427059458174e-21,odom
0.2939999999999827,1.2639319759810263e-21,-1.9451892438311082e-32,-2.68833699079734e-21,odom
0.3149999999999977,1.462455322993753e-21,-2.2485232100720979e-32,-1.3648480107124957e-21,odom
0.33600000000001273,1.4756902127946014e-21,-2.262967684655002e-32,-3.970466940254533e-21,odom
0.35700000000002774,1.3698110943878138e-21,-2.1137081139649913e-32,-2.7296960214249913e-21,odom
0.3779999999999859,1.462455322993753e-21,-2.262967684655002e-32,-3.474158572722716e-21,odom
0.3990000000000009,1.6874484496081765e-21,-2.575931300617928e-32,-2.4401828070314316e-21,odom
0.4200000000000159,1.6345088904047827e-21,-2.4940792779814704e-32,-3.805030817743927e-21,odom
0.4410000000000309,2.005085804828539e-21,-3.057413786714737e-32,-3.1019272970738538e-21,odom
0.4619999999999891,1.7999450129153882e-21,-2.739635345890843e-32,-3.019209235818551e-21,odom
0.4830000000000041,1.700683339409025e-21,-2.590375775200832e-32,-9.926167350636332e-22,odom
0.5040000000000191,1.7734752333136913e-21,-2.69630192214213e-32,-1.9852334701272664e-21,odom
0.5249999999999773,1.852884572118782e-21,-2.8214873685273005e-32,-3.763671787116276e-21,odom
0.5459999999999923,1.674213559807328e-21,-2.537412701730183e-32,-5.1285197978287716e-21,odom
0.5670000000000073,1.7205356741102976e-21,-2.628894374088577e-32,-8.189088064274974e-21,odom
0.5880000000000223,1.5484821066992678e-21,-2.3496345321524277e-32,-9.926167350636332e-21,odom
0.6089999999999804,1.462455322993753e-21,-2.2196342609062893e-32,-1.1208297300093525e-20,odom
0.6299999999999955,1.5087774372967225e-21,-2.2774121592379064e-32,-8.271806125530277e-21,odom
0.6510000000000105,1.5948042210022374e-21,-2.417042080205981e-32,-8.561319339923836e-21,odom
0.6720000000000255,1.5021599923962983e-21,-2.262967684655002e-32,-7.568702604860203e-21,odom
0.6929999999999836,1.462455322993753e-21,-2.195560136601449e-32,-8.230447094902625e-21,odom
0.7139999999999986,1.3962808739895107e-21,-2.099263639382087e-32,-7.982292911136717e-21,odom
0.7350000000000136,1.343341314786117e-21,-2.0222264416065976e-32,-9.678013166870424e-21,odom
0.7560000000000286,1.2771668657818747e-21,-1.9259299443872359e-32,-9.595295105615121e-21,odom
